1	足	36.76874472602543
2	值得	35.85921384812312
3	骑士	35.06182245708776
4	棒棒	34.699095909423214
5	还会	34.13195825978108
6	热情	33.127030165700496
7	非常感谢	31.415715846485426
8	赞赞赞	31.114527448874327
9	准时	31.05868336891675
10	哦	29.87783751289968
11	一如既往	29.432103264191834
12	还会点	29.322182879752887
13	物美价廉	29.084173693743466
14	哒	28.988228762800865
15	量足	28.046134519411787
16	五星	27.711572416607503
17	辛苦	27.350102651094808
18	及时	27.25465648513422
19	也好	27.15302195850083
20	挺	26.291158145038576
21	小哥儿	25.939478463662738
22	泡菜	25.599108845905352
23	师傅	25.576549970042088
24	超	25.294790381104434
25	购买	25.18206799875307
26	布丁	25.12867328014471
27	努力	25.05376322103846
28	超好	25.022129085183767
29	但	24.767903169867207
30	价格便宜	24.536019329884564
31	很	24.42483843241267
32	算	24.31661937020596
33	个人	24.29834837781223
34	准	24.241343002585346
35	送得	24.228749634146368
36	小哥	24.21113639981622
37	还会来	24.205738128481457
38	女生	24.168724789782566
39	机会	23.875266472070003
40	包装	23.80059588013554
41	力	23.77670056472337
42	感谢	23.68480858436969
43	大雪	23.581714557769306
44	薏米	23.22342909957654
45	南瓜	22.99901467510624
46	刚刚	22.926189367046156
47	品尝	22.834863811658884
48	谢谢	22.565676681666687
49	赞赞	22.27161702579424
50	真不错	22.227115578145828
