1	热情	36.34972249579475
2	足	35.5967317595569
3	棒棒	32.033966452966226
4	哒	31.73895966430592
5	骑士	31.631229058092014
6	赞赞赞	31.00383669461614
7	量足	29.472363959906772
8	哦	29.274694085554984
9	力	28.55238697542829
10	超	27.971746380873896
11	小哥	27.701256783325313
12	准时	27.088224856602277
13	还会	27.081699319366216
14	干净	26.792899204484712
15	超好	26.62230279400596
16	整体	26.44013058310066
17	也好	26.311577811557655
18	南瓜	26.14788899551307
19	购买	25.974952374931043
20	送得	25.85541524145728
21	算	25.626153866861543
22	他家	25.553940629270386
23	机会	25.47980215115293
24	薏米	25.20604201598009
25	卷	25.118517104105866
26	全家	24.98919812983656
27	值得	24.867354740535212
28	一如既往	24.82943257800699
29	品尝	24.814355003978626
30	非常感谢	24.740308096179245
31	及时	24.702605290927046
32	挺	24.27857579894912
33	辛苦	24.22329181544898
34	蛋糕	24.128358294469848
35	物美价廉	23.87767861688696
36	但	23.753983815542888
37	俱全	23.583832683997155
38	五星	23.511496257071997
39	酸辣汤	23.355381605948395
40	小笼包	23.332589466961213
41	很	23.05436071483446
42	经常	22.913084343360723
43	好	22.48248430072661
44	继续	22.44192248867165
45	经济	22.199689192664096
46	师傅	22.156172270738153
47	挺快	22.12438061275027
48	不太	22.121102918737783
49	还会点	21.961363921639833
50	真快	21.9536168208364
